username,utterance,gold_reference_response,emotion_label,risk_level,domain
Sneha,"Right now, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Aditya,"I swear, I literally cannot breathe right now, I think I'm dying.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Priya,"Right now, Just feeling really low today, not sure why. Just sad. What do I do?","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Varun,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Please.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Dhanushree.K,"Hey, I have three assignments due at midnight and I haven't started. I'm so cooked. Please.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there.",anxiety,L0,Academic Stress
Vikram,"Honestly, I've been trying to meditate but my mind keeps wandering. Please.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Neha,"Hey, I don't know why but I'm just terrified of leaving my room today. Im so tired.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Riya,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. Im so tired.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Aniverthy,"Honestly, I honestly don't see the point anymore. Waking up is just exhausting.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Arjun,"Right now, If I don't pass this class, I lose my scholarship. The stress is literally making me sick.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Aarav,"I swear, I literally cannot breathe right now, I think I'm dying. Im so tired.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Aditya,"Bro, I saw my ex with someone else on IG and it completely ruined my week. What do I do?",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Kavya,"Hey, I'm trying to fix my sleep schedule. I went to bed at 11 PM.",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.,joy,L0,General Wellness
Bharath,"Hey, I literally cannot breathe right now, I think I'm dying. It sucks.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Sneha,I saw my ex with someone else on IG and it completely ruined my week. What do I do?,It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Arjun,"Bro, My parents just don't understand my career choices, they yell at me every time. Im so tired.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.,anger,L0,Relationship
Vikram,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Varun,"Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Aarav,"Idk but If I don't pass this class, I lose my scholarship. The stress is literally making me sick. Help me.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Dhanushree.K,"Bro, If I don't pass this class, I lose my scholarship. The stress is literally making me sick.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Vikram,Idk but I have this presentation tomorrow and my mind is racing. I can't sleep. Help me.,"Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Dhanushree.K,"Right now, I'm trying to fix my sleep schedule. I went to bed at 11 PM. It sucks.",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.,joy,L0,General Wellness
Riya,"I swear, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. It sucks.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Rahul,"Bro, I don't know why but I'm just terrified of leaving my room today.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Varun,Idk but I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Help me.,"Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Aditya,"Honestly, I'm studying 10 hours a day but I still feel like I know nothing. I hate college.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Aditya,"Bro, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Im so tired.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Chandana,"Bro, Just feeling really low today, not sure why. Just sad. Please.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Neha,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. What do I do?",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Priya,"Right now, I literally cannot breathe right now, I think I'm dying. Help me.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Riya,"Bro, I saw my ex with someone else on IG and it completely ruined my week. It sucks.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Aditya,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. It sucks.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Riya,"Right now, I'm studying 10 hours a day but I still feel like I know nothing. I hate college.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Aarav,"Right now, I literally cannot breathe right now, I think I'm dying. It sucks.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Neha,"Bro, My chest is so tight, I feel like everyone is judging me and I can't breathe. Im so tired.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Riya,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Arjun,"Right now, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. What do I do?","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Riya,"Right now, My partner and I keep arguing about the exact same things. I'm so frustrated. Please.",Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?,anger,L0,Relationship
Varun,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. What do I do?","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Sneha,"Right now, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Riya,"I swear, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Neha,"Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Priya,"Honestly, My parents just don't understand my career choices, they yell at me every time.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.,anger,L0,Relationship
Aniverthy,I just lie in bed staring at the ceiling. I have zero energy to even eat. It sucks.,"When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Bharath,"I swear, I actually managed to go to the gym today and eat a healthy meal! What do I do?",That's amazing! Acknowledging these victories is so important for building momentum. How do you feel physically right now?,joy,L0,General Wellness
Rahul,Idk but I have this presentation tomorrow and my mind is racing. I can't sleep. Im so tired.,"Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Chandana,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Aditya,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Bharath,"Right now, My chest is so tight, I feel like everyone is judging me and I can't breathe. Im so tired.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Rahul,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Aniverthy,I don't know why but I'm just terrified of leaving my room today. Help me.,"That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Bharath,"Hey, I just feel really peaceful today. I sat in the sun for an hour. It sucks.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.,joy,L0,General Wellness
Aditya,"Bro, I honestly don't see the point anymore. Waking up is just exhausting. Please.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Kavya,"Just doing a quick check-in. Feeling okay, nothing crazy. Please.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.,neutral,L0,General Wellness
Riya,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Please.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Vikram,"Right now, My partner and I keep arguing about the exact same things. I'm so frustrated. It sucks.",Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?,anger,L0,Relationship
Kavya,"Honestly, I feel like a burden to all my friends. They'd be better off without me. It sucks.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Sneha,"Hey, I just feel really peaceful today. I sat in the sun for an hour. Please.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.,joy,L0,General Wellness
Chandana,"Honestly, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Aarav,"I feel so lonely, like I don't have a single real friend in this city. What do I do?",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?,sadness,L1,Relationship
Kavya,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Kavya,"I swear, I feel like a burden to all my friends. They'd be better off without me. Im so tired.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Bharath,"Idk but I can't stop shaking, everything feels like it's spinning out of control right now. Please.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Vikram,"Bro, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Priya,"Right now, My chest is so tight, I feel like everyone is judging me and I can't breathe. It sucks.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Chandana,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Help me.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Varun,"Hey, I honestly don't see the point anymore. Waking up is just exhausting. Im so tired.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Aniverthy,"Right now, I saw my ex with someone else on IG and it completely ruined my week. It sucks.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Riya,Idk but Everything feels completely numb. I don't enjoy the games I used to play at all.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Bharath,"Hey, I just feel really peaceful today. I sat in the sun for an hour. Im so tired.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.,joy,L0,General Wellness
Bharath,I honestly don't see the point anymore. Waking up is just exhausting. It sucks.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Sneha,"Hey, I have this presentation tomorrow and my mind is racing. I can't sleep. What do I do?","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Aditya,"Hey, I just lie in bed staring at the ceiling. I have zero energy to even eat. Please.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Rahul,I got a D on my midterm and my parents are going to kill me. I'm a failure. Im so tired.,One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
