Username,Domain,Emotion Label,Risk Level,User Utterance,Gold Reference Response
Varun,Academic Stress,anger,L1,"Bro, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Neha,Academic Stress,sadness,L1,"Right now, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Riya,Relationship,anger,L0,"My parents just don't understand my career choices, they yell at me every time. Im so tired.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.
Sneha,Academic Stress,sadness,L1,"Right now, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Aditya,Anxiety,fear,L2,"I swear, I literally cannot breathe right now, I think I'm dying.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Priya,Depression,sadness,L0,"Right now, Just feeling really low today, not sure why. Just sad. What do I do?","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Varun,Depression,sadness,L1,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Please.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Dhanushree.K,Academic Stress,anxiety,L0,"Hey, I have three assignments due at midnight and I haven't started. I'm so cooked. Please.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there."
Vikram,General Wellness,neutral,L0,"Honestly, I've been trying to meditate but my mind keeps wandering. Please.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Neha,Anxiety,fear,L1,"Hey, I don't know why but I'm just terrified of leaving my room today. Im so tired.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Riya,Anxiety,fear,L1,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. Im so tired.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Aniverthy,Depression,sadness,L2,"Honestly, I honestly don't see the point anymore. Waking up is just exhausting.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Arjun,Academic Stress,anxiety,L1,"Right now, If I don't pass this class, I lose my scholarship. The stress is literally making me sick.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Aarav,Anxiety,fear,L2,"I swear, I literally cannot breathe right now, I think I'm dying. Im so tired.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Aditya,Relationship,sadness,L1,"Bro, I saw my ex with someone else on IG and it completely ruined my week. What do I do?",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Kavya,General Wellness,joy,L0,"Hey, I'm trying to fix my sleep schedule. I went to bed at 11 PM.",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.
Bharath,Anxiety,fear,L2,"Hey, I literally cannot breathe right now, I think I'm dying. It sucks.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Sneha,Relationship,sadness,L1,I saw my ex with someone else on IG and it completely ruined my week. What do I do?,It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Arjun,Relationship,anger,L0,"Bro, My parents just don't understand my career choices, they yell at me every time. Im so tired.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.
Vikram,Academic Stress,sadness,L1,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Varun,Depression,sadness,L0,"Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Aarav,Academic Stress,anxiety,L1,"Idk but If I don't pass this class, I lose my scholarship. The stress is literally making me sick. Help me.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Dhanushree.K,Academic Stress,anxiety,L1,"Bro, If I don't pass this class, I lose my scholarship. The stress is literally making me sick.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Vikram,Anxiety,anxiety,L0,Idk but I have this presentation tomorrow and my mind is racing. I can't sleep. Help me.,"Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Dhanushree.K,General Wellness,joy,L0,"Right now, I'm trying to fix my sleep schedule. I went to bed at 11 PM. It sucks.",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.
Riya,Academic Stress,anger,L1,"I swear, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. It sucks.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Rahul,Anxiety,fear,L1,"Bro, I don't know why but I'm just terrified of leaving my room today.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Varun,Academic Stress,anger,L1,Idk but I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Help me.,"Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Aditya,Academic Stress,anger,L1,"Honestly, I'm studying 10 hours a day but I still feel like I know nothing. I hate college.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Aditya,Academic Stress,anger,L1,"Bro, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Im so tired.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Chandana,Depression,sadness,L0,"Bro, Just feeling really low today, not sure why. Just sad. Please.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Neha,Depression,sadness,L1,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. What do I do?",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Priya,Anxiety,fear,L2,"Right now, I literally cannot breathe right now, I think I'm dying. Help me.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Riya,Relationship,sadness,L1,"Bro, I saw my ex with someone else on IG and it completely ruined my week. It sucks.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Aditya,Depression,sadness,L1,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. It sucks.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Riya,Academic Stress,anger,L1,"Right now, I'm studying 10 hours a day but I still feel like I know nothing. I hate college.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Aarav,Anxiety,fear,L2,"Right now, I literally cannot breathe right now, I think I'm dying. It sucks.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Neha,Anxiety,anxiety,L1,"Bro, My chest is so tight, I feel like everyone is judging me and I can't breathe. Im so tired.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Riya,Anxiety,fear,L1,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Arjun,Academic Stress,anxiety,L1,"Right now, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. What do I do?","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Riya,Relationship,anger,L0,"Right now, My partner and I keep arguing about the exact same things. I'm so frustrated. Please.",Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?
Varun,Academic Stress,anger,L1,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. What do I do?","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Sneha,Depression,sadness,L2,"Right now, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Riya,Anxiety,anxiety,L1,"I swear, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Neha,Depression,sadness,L0,"Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Priya,Relationship,anger,L0,"Honestly, My parents just don't understand my career choices, they yell at me every time.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.
Aniverthy,Depression,neutral,L1,I just lie in bed staring at the ceiling. I have zero energy to even eat. It sucks.,"When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Bharath,General Wellness,joy,L0,"I swear, I actually managed to go to the gym today and eat a healthy meal! What do I do?",That's amazing! Acknowledging these victories is so important for building momentum. How do you feel physically right now?
Rahul,Anxiety,anxiety,L0,Idk but I have this presentation tomorrow and my mind is racing. I can't sleep. Im so tired.,"Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Chandana,Anxiety,anxiety,L1,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Aditya,Depression,sadness,L1,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Bharath,Anxiety,anxiety,L1,"Right now, My chest is so tight, I feel like everyone is judging me and I can't breathe. Im so tired.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Rahul,Academic Stress,sadness,L1,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Aniverthy,Anxiety,fear,L1,I don't know why but I'm just terrified of leaving my room today. Help me.,"That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Bharath,General Wellness,joy,L0,"Hey, I just feel really peaceful today. I sat in the sun for an hour. It sucks.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.
Aditya,Depression,sadness,L2,"Bro, I honestly don't see the point anymore. Waking up is just exhausting. Please.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Kavya,General Wellness,neutral,L0,"Just doing a quick check-in. Feeling okay, nothing crazy. Please.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.
Riya,Depression,sadness,L1,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Please.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Vikram,Relationship,anger,L0,"Right now, My partner and I keep arguing about the exact same things. I'm so frustrated. It sucks.",Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?
Kavya,Depression,sadness,L2,"Honestly, I feel like a burden to all my friends. They'd be better off without me. It sucks.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Sneha,General Wellness,joy,L0,"Hey, I just feel really peaceful today. I sat in the sun for an hour. Please.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.
Chandana,Academic Stress,anger,L1,"Honestly, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Aarav,Relationship,sadness,L1,"I feel so lonely, like I don't have a single real friend in this city. What do I do?",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?
Kavya,Anxiety,fear,L1,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Kavya,Depression,sadness,L2,"I swear, I feel like a burden to all my friends. They'd be better off without me. Im so tired.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Bharath,Anxiety,fear,L1,"Idk but I can't stop shaking, everything feels like it's spinning out of control right now. Please.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Vikram,Academic Stress,anger,L1,"Bro, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Priya,Anxiety,anxiety,L1,"Right now, My chest is so tight, I feel like everyone is judging me and I can't breathe. It sucks.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Chandana,Depression,neutral,L1,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Help me.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Varun,Depression,sadness,L2,"Hey, I honestly don't see the point anymore. Waking up is just exhausting. Im so tired.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Aniverthy,Relationship,sadness,L1,"Right now, I saw my ex with someone else on IG and it completely ruined my week. It sucks.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Riya,Depression,sadness,L1,Idk but Everything feels completely numb. I don't enjoy the games I used to play at all.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Bharath,General Wellness,joy,L0,"Hey, I just feel really peaceful today. I sat in the sun for an hour. Im so tired.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.
Bharath,Depression,sadness,L2,I honestly don't see the point anymore. Waking up is just exhausting. It sucks.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Sneha,Anxiety,anxiety,L0,"Hey, I have this presentation tomorrow and my mind is racing. I can't sleep. What do I do?","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Aditya,Depression,neutral,L1,"Hey, I just lie in bed staring at the ceiling. I have zero energy to even eat. Please.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Rahul,Academic Stress,sadness,L1,I got a D on my midterm and my parents are going to kill me. I'm a failure. Im so tired.,One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
